Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
kNo1L4,Ethan,Antowski,Male,44,South Korea,"Pattimura Airport, Ambon",ID,Indonesia,AS,Asia,8/19/2022,AMQ,Ethan Antowski,On Time
Zs5EI6,Rik,Coughlan,Male,69,Sweden,Victoria Airport,CL,Chile,SAM,South America,12/12/2022,ZIC,Rik Coughlan,Cancelled
SurHeS,Kendall,Goodrich,Male,44,Brazil,Sharana Airstrip,AF,Afghanistan,AS,Asia,6/22/2022,OAS,Kendall Goodrich,Delayed
JfGaGk,Stevana,Mabee,Female,53,France,Anvik Airport,US,United States,NAM,North America,7/13/2022,ANV,Stevana Mabee,Cancelled
0iYv0j,Cornell,Carreck,Male,26,Argentina,San Carlos Apache Airport,US,United States,NAM,North America,12/21/2022,GLB,Cornell Carreck,Cancelled
5joYmi,Valdemar,Marcone,Male,7,Sri Lanka,Mungeranie Airport,AU,Australia,OC,Oceania,8/11/2022,MNE,Valdemar Marcone,Delayed
M7rhtD,Alleyn,Genn,Male,41,United States,Crane County Airport,US,United States,NAM,North America,1/7/2022,CCG,Alleyn Genn,On Time
hjKY6z,Vlad,Betteson,Male,23,Albania,Makabana Airport,CG,Congo,AF,Africa,3/11/2022,KMK,Vlad Betteson,Delayed
WjtgBx,Maria,Tinkham,Female,27,Czech Republic,Kuri Airport,PG,Papua New Guinea,OC,Oceania,2/20/2022,KUQ,Maria Tinkham,Delayed
CQmxOq,Leshia,Sweetenham,Female,18,Afghanistan,Sibu Airport,MY,Malaysia,AS,Asia,7/21/2022,SBW,Leshia Sweetenham,On Time
ZwD4vl,Daria,Feron,Female,75,Thailand,Corumbá International Airport,BR,Brazil,SAM,South America,3/27/2022,CMG,Daria Feron,Cancelled
Ln5AOI,Wash,Itshak,Male,43,China,Sawan Airport,PK,Pakistan,AS,Asia,4/24/2022,RZS,Wash Itshak,Cancelled
o57ZFY,Emmy,Tapsell,Female,25,Croatia,Zilfi Airport,SA,Saudi Arabia,AS,Asia,5/18/2022,ZUL,Emmy Tapsell,Delayed
8wSKE9,Hillery,Roke,Male,21,Mongolia,Lebakeng Airport,LS,Lesotho,AF,Africa,9/8/2022,LEF,Hillery Roke,Delayed
SDEniz,Anna-diane,Gosnay,Female,28,Philippines,El Nouzha Airport,EG,Egypt,AF,Africa,4/28/2022,ALY,Anna-diane Gosnay,On Time
40mcWS,Val,Bonas,Female,42,Poland,Masvingo International Airport,ZW,Zimbabwe,AF,Africa,6/5/2022,MVZ,Val Bonas,Delayed
kZf3E4,Renata,Fishbourne,Female,82,Tunisia,Erzurum International Airport,TR,Turkey,AS,Asia,6/11/2022,ERZ,Renata Fishbourne,Delayed
O6a6Tc,Smitty,Wrangle,Male,70,Croatia,Naval Station Mayport (Admiral David L. Mcdonald Field),US,United States,NAM,North America,9/7/2022,NRB,Smitty Wrangle,Delayed
tI4nje,Monroe,Gudd,Male,13,South Africa,Ghat Airport,LY,Libya,AF,Africa,6/15/2022,GHT,Monroe Gudd,Cancelled
KoLKKU,Jamaal,De-Ville,Male,81,Russia,Gdańsk Lech Wałęsa Airport,PL,Poland,EU,Europe,12/5/2022,GDN,Jamaal De-Ville,Delayed
YBGe3c,Sylvester,Lea,Male,51,China,Xiamen Gaoqi International Airport,CN,China,AS,Asia,9/19/2022,XMN,Sylvester Lea,Cancelled
CxzvKu,Zared,Gallego,Male,39,Germany,Magan Airport,RU,Russian Federation,EU,Europe,7/9/2022,GYG,Zared Gallego,Delayed
v7kOCe,Gianna,Gowen,Female,45,China,Lawrence County Airpark,US,United States,NAM,North America,3/7/2022,HTW,Gianna Gowen,On Time
AbSraZ,Janenna,Goozee,Female,80,United States,New Stuyahok Airport,US,United States,NAM,North America,4/15/2022,KNW,Janenna Goozee,Delayed
CHRnKL,Ros,Finnimore,Female,51,Russia,Black Tickle Airport,CA,Canada,NAM,North America,10/21/2022,YBI,Ros Finnimore,On Time
0jTnGr,Joeann,Kopman,Female,18,China,Sir Seretse Khama International Airport,BW,Botswana,AF,Africa,8/15/2022,GBE,Joeann Kopman,On Time
HgAJCD,Curr,Barbara,Male,26,Guinea-Bissau,Grissom Air Reserve Base,US,United States,NAM,North America,3/27/2022,GUS,Curr Barbara,Cancelled
Zr7OaQ,Isabeau,Libbe,Female,74,Venezuela,Passikudah Helipad,LK,Sri Lanka,AS,Asia,5/8/2022,PQD,Isabeau Libbe,Delayed
OZfK00,Roddy,Bach,Male,77,Brazil,Fréjus Airport,FR,France,EU,Europe,12/8/2022,FRJ,Roddy Bach,On Time
qTskqE,Nicolai,Sharrock,Male,78,Greece,Fallon Municipal Airport,US,United States,NAM,North America,1/23/2022,FLX,Nicolai Sharrock,Delayed
GrURIf,Brigit,Davidsohn,Female,85,China,Platinum Airport,US,United States,NAM,North America,9/10/2022,PTU,Brigit Davidsohn,Delayed
Z6mUMA,Melesa,Argo,Female,17,Philippines,Adolfo Suárez Madrid–Barajas Airport,ES,Spain,EU,Europe,8/19/2022,MAD,Melesa Argo,Delayed
HGslo3,Benny,MacAndreis,Male,65,France,Ciudad Real Central Airport,ES,Spain,EU,Europe,10/16/2022,CQM,Benny MacAndreis,On Time
BXTEN6,Sebastiano,Shingler,Male,83,Uganda,Greater Kankakee Airport,US,United States,NAM,North America,7/29/2022,IKK,Sebastiano Shingler,On Time
FDvSk5,Itch,Zarfai,Male,1,China,Mvuu Camp Airport,MW,Malawi,AF,Africa,9/30/2022,VUU,Itch Zarfai,Delayed
n7v7m2,Bertha,Faughnan,Female,73,Poland,Mettel Field,US,United States,NAM,North America,12/16/2022,CEV,Bertha Faughnan,On Time
BDh0Az,Alysa,Hadwen,Female,31,Mali,Cochise County Airport,US,United States,NAM,North America,10/8/2022,CWX,Alysa Hadwen,Cancelled
cex8wv,Foster,Trew,Male,42,Philippines,Peppimenarti Airport,AU,Australia,OC,Oceania,10/23/2022,PEP,Foster Trew,Delayed
QG8KE8,Whitney,Hewins,Female,63,South Africa,Rabil Airport,CV,Cabo Verde,AF,Africa,12/25/2022,BVC,Whitney Hewins,On Time
h0BxKH,Durward,Grove,Male,23,China,Moshoeshoe I International Airport,LS,Lesotho,AF,Africa,3/24/2022,MSU,Durward Grove,On Time
k1M1KO,Shayne,Tinkler,Female,41,Portugal,Twente Airport,NL,Netherlands,EU,Europe,5/7/2022,ENS,Shayne Tinkler,Delayed
L1ZBXS,Anthea,Blodget,Female,90,Indonesia,LTS Pulau Redang Airport,MY,Malaysia,AS,Asia,3/28/2022,RDN,Anthea Blodget,Delayed
X6wpMt,Henka,Clavering,Female,1,Albania,Novo Progresso Airport,BR,Brazil,SAM,South America,7/29/2022,NPR,Henka Clavering,On Time
P0MloP,Charmain,Genike,Female,39,Indonesia,Liupanshui Yuezhao Airport,CN,China,AS,Asia,10/1/2022,LPF,Charmain Genike,On Time
bZ53Ge,Zonnya,Grigorian,Female,70,Peru,Macau International Airport,MO,Macao,AS,Asia,5/17/2022,MFM,Zonnya Grigorian,Delayed
VVDcBx,Edee,Fullwood,Female,75,United States,Andapa Airport,MG,Madagascar,AF,Africa,9/23/2022,ZWA,Edee Fullwood,Delayed
o7IMlC,Maegan,MacRinn,Female,77,Paraguay,Arxan Yi'ershi Airport,CN,China,AS,Asia,6/24/2022,YIE,Maegan MacRinn,Delayed
8odCfY,Agathe,Wildman,Female,80,China,Tumling Tar Airport,NP,Nepal,AS,Asia,2/16/2022,TMI,Agathe Wildman,On Time
lgyDZo,Flss,Keenlyside,Female,64,China,Wilbarger County Airport,US,United States,NAM,North America,6/26/2022,WIB,Flss Keenlyside,On Time
TxcM43,Dietrich,Olivera,Male,72,Suriname,Rustaq Airport,OM,Oman,AS,Asia,8/13/2022,MNH,Dietrich Olivera,Cancelled
SFGmd6,Renie,Cordery,Female,34,China,Golmud Airport,CN,China,AS,Asia,8/14/2022,GOQ,Renie Cordery,On Time
02cYKz,Lissa,Moynihan,Female,10,Portugal,San Rafael Airport,CL,Chile,SAM,South America,2/4/2022,LOB,Lissa Moynihan,On Time
VNQCMW,Meris,Colter,Female,32,China,Mesa Del Rey Airport,US,United States,NAM,North America,11/21/2022,KIC,Meris Colter,Delayed
zOu7YO,Meggy,Shovell,Female,42,China,Biliau Airport,PG,Papua New Guinea,OC,Oceania,9/8/2022,BIJ,Meggy Shovell,Delayed
cKXuXk,Dean,Hillock,Male,34,Indonesia,Majkin Airport,MH,Marshall Islands,OC,Oceania,10/26/2022,MJE,Dean Hillock,Delayed
yyUC4t,Clara,Robbie,Female,24,Egypt,Juan H White Airport,CO,Colombia,SAM,South America,1/3/2022,CAQ,Clara Robbie,Delayed
QVQu8U,Gwenette,Stiell,Female,59,Argentina,River Cess Airport/Heliport,LR,Liberia,AF,Africa,1/1/2022,RVC,Gwenette Stiell,Delayed
hrpQmH,Arline,Gabler,Female,5,France,Bonriki International Airport,KI,Kiribati,OC,Oceania,7/1/2022,TRW,Arline Gabler,Cancelled
zsr4bT,Cordey,Tomczykiewicz,Female,44,United States,Syamsudin Noor Airport,ID,Indonesia,AS,Asia,9/26/2022,BDJ,Cordey Tomczykiewicz,Cancelled
VtfcMh,Daria,Vile,Female,3,China,Nanki Shirahama Airport,JP,Japan,AS,Asia,10/19/2022,SHM,Daria Vile,Cancelled
F32053,Micky,Jaqueme,Male,63,China,Sarzana-Luni Air Base,IT,Italy,EU,Europe,9/13/2022,QLP,Micky Jaqueme,Cancelled
e9njT1,Zenia,Craw,Female,57,Afghanistan,Van Ferit Melen Airport,TR,Turkey,AS,Asia,1/4/2022,VAN,Zenia Craw,Cancelled
ubPe7k,Jeramey,Lowrance,Male,23,Ukraine,Rand Airport,ZA,South Africa,AF,Africa,12/28/2022,QRA,Jeramey Lowrance,Delayed
2j7PZv,Evered,Cutmore,Male,86,Palestinian Territory,Tehachapi Municipal Airport,US,United States,NAM,North America,9/10/2022,TSP,Evered Cutmore,Delayed
99UFjd,Cyril,McLoney,Male,12,Ivory Coast,Sehonghong Airport,LS,Lesotho,AF,Africa,8/9/2022,SHK,Cyril McLoney,On Time
SzfrCX,Reuben,Aronstam,Male,64,Philippines,Nantucket Memorial Airport,US,United States,NAM,North America,2/22/2022,ACK,Reuben Aronstam,Cancelled
aA2iTM,Silvano,Derbyshire,Male,48,Poland,San Juan De Uraba Airport,CO,Colombia,SAM,South America,7/16/2022,SJR,Silvano Derbyshire,Cancelled
gMfrd3,Ardenia,January,Female,3,Russia,Cordillo Downs Airport,AU,Australia,OC,Oceania,10/23/2022,ODL,Ardenia January,Cancelled
8eAsir,Pen,Askaw,Female,18,France,Necochea Airport,AR,Argentina,SAM,South America,8/7/2022,NEC,Pen Askaw,Cancelled
G6sXPD,Cinnamon,Levett,Female,41,China,Hawke's Bay Airport,NZ,New Zealand,OC,Oceania,5/9/2022,NPE,Cinnamon Levett,On Time
NUy3sU,Aggi,Iredell,Female,12,France,Kaoma Airport,ZM,Zambia,AF,Africa,8/9/2022,KMZ,Aggi Iredell,Delayed
axBbaw,Ringo,Willas,Male,63,Indonesia,Churchill Airport,CA,Canada,NAM,North America,3/5/2022,YYQ,Ringo Willas,On Time
Vddzqe,Sutherland,Born,Male,18,Ukraine,South Goulburn Is Airport,AU,Australia,OC,Oceania,9/29/2022,GBL,Sutherland Born,Delayed
Ii4nwU,Ignacius,Basler,Male,8,Nigeria,Nakhon Phanom Airport,TH,Thailand,AS,Asia,11/3/2022,KOP,Ignacius Basler,Delayed
1YkxID,Nicoli,Mockford,Female,62,Iran,Sayaboury Airport,LA,Lao People's Democratic Republic,AS,Asia,9/27/2022,ZBY,Nicoli Mockford,Delayed
VCLm1w,Cherilynn,Gagin,Female,23,Canada,Bumbar Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,5/21/2022,BMB,Cherilynn Gagin,On Time
t4Zx2k,Wadsworth,Walkingshaw,Male,29,China,Zadar Airport,HR,Croatia,EU,Europe,8/5/2022,ZAD,Wadsworth Walkingshaw,Delayed
wYbKpj,Ruby,Andrews,Male,22,Pakistan,Cowell Airport,AU,Australia,OC,Oceania,5/7/2022,CCW,Ruby Andrews,Delayed
Appp2v,Brodie,Kleinstub,Male,82,Indonesia,Coulter Field,US,United States,NAM,North America,9/13/2022,CFD,Brodie Kleinstub,Delayed
CMOMEW,Morry,Jankovsky,Male,4,Brazil,Kerikeri Airport,NZ,New Zealand,OC,Oceania,12/16/2022,KKE,Morry Jankovsky,Cancelled
tDq7ov,Datha,Skehens,Female,60,Poland,St. Peter-Ording Airport,DE,Germany,EU,Europe,5/11/2022,PSH,Datha Skehens,Cancelled
olYL3M,Cobb,Garaghan,Male,22,Russia,Danilo Atienza Air Base,PH,Philippines,AS,Asia,4/3/2022,SGL,Cobb Garaghan,On Time
WxFG15,Filmer,Jesson,Male,47,Czech Republic,Taba International Airport,EG,Egypt,AS,Asia,12/9/2022,TCP,Filmer Jesson,On Time
pkdrkc,Florry,Adamthwaite,Female,12,Philippines,Ibo Airport,MZ,Mozambique,AF,Africa,3/27/2022,IBO,Florry Adamthwaite,Delayed
CjAY9o,Valene,Megarry,Female,90,Indonesia,Broome International Airport,AU,Australia,OC,Oceania,5/31/2022,BME,Valene Megarry,On Time
qmZBJg,Barbette,Eagell,Female,2,Brazil,Powell River Airport,CA,Canada,NAM,North America,10/18/2022,YPW,Barbette Eagell,Cancelled
L6avsV,Elvera,Irnys,Female,78,Syria,RAF Lakenheath,GB,United Kingdom,EU,Europe,9/28/2022,LKZ,Elvera Irnys,Delayed
2eSzLQ,Cloe,Cheverell,Female,79,China,Islay Airport,GB,United Kingdom,EU,Europe,8/19/2022,ILY,Cloe Cheverell,Delayed
rwAPSm,Afton,Haney`,Female,64,China,Pensacola Regional Airport,US,United States,NAM,North America,12/23/2022,PNS,Afton Haney`,On Time
7luMXK,Clay,Bundock,Male,38,Indonesia,Banz Airport,PG,Papua New Guinea,OC,Oceania,7/18/2022,BNZ,Clay Bundock,Delayed
ba8mUI,Cora,Malin,Female,31,Ukraine,Taichung Ching Chuang Kang Airport,TW,"Taiwan, Province of China",AS,Asia,12/21/2022,RMQ,Cora Malin,On Time
ZoGyIz,Darbee,Dominka,Male,70,Indonesia,St Petersburg Clearwater International Airport,US,United States,NAM,North America,5/9/2022,PIE,Darbee Dominka,On Time
QjbMSa,Rodd,Greson,Male,56,China,Sahiwal Airport,PK,Pakistan,AS,Asia,7/23/2022,SWN,Rodd Greson,Cancelled
QQOjW0,Olivie,Sharpley,Female,51,Afghanistan,False Pass Airport,US,United States,NAM,North America,11/4/2022,KFP,Olivie Sharpley,On Time
wrS3Ei,Chadd,Laverenz,Male,56,Russia,Humberto Delgado Airport (Lisbon Portela Airport),PT,Portugal,EU,Europe,5/19/2022,LIS,Chadd Laverenz,Delayed
Xewpz6,Benji,Growcott,Male,18,Indonesia,Hattiesburg Laurel Regional Airport,US,United States,NAM,North America,1/3/2022,PIB,Benji Growcott,On Time
gkTuQv,Saunderson,Saturley,Male,55,China,Kerama Airport,JP,Japan,AS,Asia,3/5/2022,KJP,Saunderson Saturley,Delayed
vGDtns,Alvan,Laste,Male,35,Jamaica,Cabo Frio Airport,BR,Brazil,SAM,South America,8/10/2022,CFB,Alvan Laste,On Time
CQOnJj,Beth,Kitchin,Female,25,Palestinian Territory,Abreojos Airport,MX,Mexico,NAM,North America,8/8/2022,AJS,Beth Kitchin,Cancelled
YjrUta,Quentin,Bondley,Male,56,Indonesia,Zhigansk Airport,RU,Russian Federation,AS,Asia,9/7/2022,ZIX,Quentin Bondley,Cancelled
HOKEYY,Vanni,Davydkov,Female,62,Poland,Frank Wiley Field,US,United States,NAM,North America,9/9/2022,MLS,Vanni Davydkov,On Time
YAFD5n,Henry,Grafhom,Male,36,South Korea,Wellington International Airport,NZ,New Zealand,OC,Oceania,4/6/2022,WLG,Henry Grafhom,Cancelled
FNQhBn,Daniella,Segeswoeth,Female,1,Malaysia,Cut Bank International Airport,US,United States,NAM,North America,8/11/2022,CTB,Daniella Segeswoeth,On Time
nQR2Fy,Ced,Murtell,Male,19,China,Sept-Îles Airport,CA,Canada,NAM,North America,10/8/2022,YZV,Ced Murtell,On Time
rxkh0B,Fay,Raxworthy,Female,40,China,Hutchinson County Airport,US,United States,NAM,North America,12/25/2022,BGD,Fay Raxworthy,Delayed
5Wu1q7,Kial,Bestiman,Female,29,Russia,Mid Delta Regional Airport,US,United States,NAM,North America,10/10/2022,GLH,Kial Bestiman,Cancelled
RftSPc,Chicky,Lovelock,Male,89,China,Cologne Bonn Airport,DE,Germany,EU,Europe,1/27/2022,CGN,Chicky Lovelock,Cancelled
ehZ7eO,Penny,MacMickan,Female,90,Russia,Nouméa Magenta Airport,NC,New Caledonia,OC,Oceania,2/22/2022,GEA,Penny MacMickan,Delayed
mwPLZT,Thorndike,Bartlet,Male,90,China,Ogden Hinckley Airport,US,United States,NAM,North America,2/18/2022,OGD,Thorndike Bartlet,On Time
SJM3NW,Aindrea,Cazin,Female,45,Indonesia,Timmins/Victor M. Power,CA,Canada,NAM,North America,6/5/2022,YTS,Aindrea Cazin,Cancelled
aZXnYs,Orv,Cawthery,Male,65,Canada,Cartierville Airport,CA,Canada,NAM,North America,9/30/2022,YCV,Orv Cawthery,Cancelled
L8QXI3,Kimmi,Gleadle,Female,40,Argentina,Vadsø Airport,NO,Norway,EU,Europe,11/27/2022,VDS,Kimmi Gleadle,On Time
8hRFFa,Aldus,MacDuffie,Male,24,Indonesia,Siwo Airport,VU,Vanuatu,OC,Oceania,12/7/2022,EAE,Aldus MacDuffie,Delayed
z6TRLE,Clem,Wyborn,Male,61,Japan,Tinian International Airport,MP,Northern Mariana Islands,OC,Oceania,4/4/2022,TIQ,Clem Wyborn,On Time
ooXlin,Benjamin,Drover,Male,74,Serbia,Bay City Municipal Airport,US,United States,NAM,North America,2/16/2022,BBC,Benjamin Drover,Cancelled
GWeLhV,Gigi,Boyles,Female,21,Poland,Lugano Airport,CH,Switzerland,EU,Europe,1/14/2022,LUG,Gigi Boyles,On Time
trQdaC,Barbe,Kinney,Female,17,Syria,Punia Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,2/18/2022,PUN,Barbe Kinney,Cancelled
j01KjX,Lindon,Fautley,Male,3,Poland,Akjoujt Airport,MR,Mauritania,AF,Africa,11/22/2022,AJJ,Lindon Fautley,Cancelled
Z7i0To,Tonye,Schoffel,Female,56,Norway,Kitoi Bay Seaplane Base,US,United States,NAM,North America,10/23/2022,KKB,Tonye Schoffel,Cancelled
0tRQbY,Abbe,Isted,Female,53,China,Cacoal Airport,BR,Brazil,SAM,South America,8/30/2022,OAL,Abbe Isted,Cancelled
va6EPM,Rossy,Frankish,Male,51,China,Roanoke–Blacksburg Regional Airport,US,United States,NAM,North America,4/25/2022,ROA,Rossy Frankish,Delayed
KJ7wjR,Kelvin,Yeardsley,Male,74,Sweden,Moanda Airport,GA,Gabon,AF,Africa,7/18/2022,MFF,Kelvin Yeardsley,Delayed
yKDgYc,Tiebold,Lamperti,Male,78,Russia,Duncan Town Airport,BS,Bahamas,NAM,North America,4/17/2022,DCT,Tiebold Lamperti,Cancelled
xzYk1q,Kath,Korejs,Female,66,Canada,Chinchilla Airport,AU,Australia,OC,Oceania,12/17/2022,CCL,Kath Korejs,On Time
cYqNHH,Bronny,Sefton,Male,89,Czech Republic,Komatsu Airport,JP,Japan,AS,Asia,2/17/2022,KMQ,Bronny Sefton,On Time
K4hhru,Neda,Schroter,Female,3,Germany,Klagenfurt Airport,AT,Austria,EU,Europe,12/30/2022,KLU,Neda Schroter,On Time
KNmyFJ,Farleigh,Brunnen,Male,90,Russia,Kamur Airport,ID,Indonesia,AS,Asia,9/11/2022,KCD,Farleigh Brunnen,Cancelled
9cLs9Z,Wanda,Lief,Female,78,Mexico,Sardar Vallabhbhai Patel International Airport,IN,India,AS,Asia,10/6/2022,AMD,Wanda Lief,Delayed
kUpopd,Adore,Girke,Female,23,Saint Lucia,Indian Mountain LRRS Airport,US,United States,NAM,North America,7/25/2022,UTO,Adore Girke,Delayed
nX947g,Akim,Bugg,Male,85,Indonesia,Lomé-Tokoin Airport,TG,Togo,AF,Africa,8/10/2022,LFW,Akim Bugg,Cancelled
MNKFwG,Neala,Gumm,Female,49,China,Itokama Airport,PG,Papua New Guinea,OC,Oceania,6/28/2022,ITK,Neala Gumm,On Time
QXu0kA,Alika,Mateiko,Female,81,China,Kanainj Airport,PG,Papua New Guinea,OC,Oceania,11/27/2022,KNE,Alika Mateiko,On Time
AfAErC,Mallory,Greenshiels,Female,51,Kazakhstan,Bhadrapur Airport,NP,Nepal,AS,Asia,4/17/2022,BDP,Mallory Greenshiels,Cancelled
mq0TcU,Jinny,Brounfield,Female,41,Belarus,Orange-Caritat (BA 115) Air Base,FR,France,EU,Europe,1/18/2022,XOG,Jinny Brounfield,Cancelled
YqlyqH,Alvinia,Maruszewski,Female,13,China,Colorado Creek Airport,US,United States,NAM,North America,2/7/2022,KCR,Alvinia Maruszewski,Delayed
pTGVYC,Aguistin,Forsyde,Male,2,China,Ten. Cel. Aviador César Bombonato Airport,BR,Brazil,SAM,South America,3/28/2022,UDI,Aguistin Forsyde,Delayed
39Tqj6,Nolie,Gatiss,Female,20,Russia,Clinton Creek Airport,CA,Canada,NAM,North America,12/23/2022,YLM,Nolie Gatiss,Cancelled
bdysPm,Lizette,De Andisie,Female,44,Israel,Guymon Municipal Airport,US,United States,NAM,North America,9/2/2022,GUY,Lizette De Andisie,On Time
82FzRb,Ashley,Caudle,Male,81,Sweden,Sintang(Susilo) Airport,ID,Indonesia,AS,Asia,2/5/2022,SQG,Ashley Caudle,Delayed
idmL7X,Fitzgerald,Cuthbert,Male,67,Mozambique,Sarasota Bradenton International Airport,US,United States,NAM,North America,11/30/2022,SRQ,Fitzgerald Cuthbert,Delayed
QcQsDn,Caralie,Billanie,Female,59,Argentina,Tehachapi Municipal Airport,US,United States,NAM,North America,7/9/2022,TSP,Caralie Billanie,On Time
T1Vzaa,Lind,Kovacs,Male,62,China,Logan-Cache Airport,US,United States,NAM,North America,8/14/2022,LGU,Lind Kovacs,Delayed
dJ6iQe,Daven,Marchant,Male,2,Indonesia,Lakeland-Noble F. Lee Memorial field,US,United States,NAM,North America,5/31/2022,ARV,Daven Marchant,Cancelled
06VAWv,Ayn,Feacham,Female,16,Brazil,Fasa Airport,IR,"Iran, Islamic Republic of",AS,Asia,1/18/2022,FAZ,Ayn Feacham,Delayed
ENVwKV,Barri,Veal,Male,9,Indonesia,"Rewa Airport, Chorhata, REWA",IN,India,AS,Asia,9/2/2022,REW,Barri Veal,Delayed
bphqUt,Ardelis,Sagrott,Female,88,Ukraine,Jiri Airport,NP,Nepal,AS,Asia,11/22/2022,JIR,Ardelis Sagrott,Delayed
gfOMRL,Siward,Foukx,Male,32,Bangladesh,Fort Yukon Airport,US,United States,NAM,North America,2/7/2022,FYU,Siward Foukx,Delayed
2VVTSS,Jannel,Somerton,Female,75,China,Marawaka Airport,PG,Papua New Guinea,OC,Oceania,2/12/2022,MWG,Jannel Somerton,Delayed
tACxwZ,Bernard,Collett,Male,57,China,Windsor Airport,CA,Canada,NAM,North America,5/26/2022,YQG,Bernard Collett,Cancelled
NVYtg8,Hunfredo,Siggins,Male,71,Uzbekistan,Windorah Airport,AU,Australia,OC,Oceania,6/17/2022,WNR,Hunfredo Siggins,Delayed
EBPEWm,Rakel,Vargas,Female,79,Canada,Outer Skerries Airport,GB,United Kingdom,EU,Europe,11/18/2022,OUK,Rakel Vargas,Delayed
OS96ft,Gloriana,Ottewill,Female,49,Sweden,Buta Zega Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,8/1/2022,BZU,Gloriana Ottewill,On Time
PgYzws,Oswell,Danford,Male,12,Brazil,Inukjuak Airport,CA,Canada,NAM,North America,11/20/2022,YPH,Oswell Danford,On Time
hqdBgr,Niven,Axelbee,Male,80,China,Waldronaire Airport,US,United States,NAM,North America,7/31/2022,WDN,Niven Axelbee,Cancelled
3DP2Fs,Binky,Croisdall,Male,23,China,Tselserleg Airport,MN,Mongolia,AS,Asia,8/16/2022,TSZ,Binky Croisdall,Cancelled
HjBLFd,Calla,Rapport,Female,81,Nicaragua,Lamerd Airport,IR,"Iran, Islamic Republic of",AS,Asia,6/15/2022,LFM,Calla Rapport,Cancelled
3YlAnG,Giffer,Upstone,Male,73,China,Huangyan Luqiao Airport,CN,China,AS,Asia,6/17/2022,HYN,Giffer Upstone,On Time
RlR60N,Josias,Carstairs,Male,9,Czech Republic,Shimla Airport,IN,India,AS,Asia,1/13/2022,SLV,Josias Carstairs,On Time
5yFklS,Alfy,Yu,Male,48,Indonesia,Rocha Airport,UY,Uruguay,SAM,South America,1/12/2022,RCH,Alfy Yu,Delayed
II6rah,Jannelle,Riseley,Female,48,Indonesia,Winston Field,US,United States,NAM,North America,8/2/2022,SNK,Jannelle Riseley,Cancelled
9PrAeJ,Albina,Stranger,Female,9,Croatia,Zachar Bay Seaplane Base,US,United States,NAM,North America,11/12/2022,KZB,Albina Stranger,Delayed
sIEez1,Dela,Kitchingman,Female,52,Zambia,Anthony Municipal Airport,US,United States,NAM,North America,3/18/2022,ANY,Dela Kitchingman,Cancelled
XvJG2M,Gothart,Denmead,Male,90,Indonesia,Limon International Airport,CR,Costa Rica,NAM,North America,5/20/2022,LIO,Gothart Denmead,Cancelled
H4nzul,Georgianna,Krollmann,Female,5,Portugal,Indagen Airport,PG,Papua New Guinea,OC,Oceania,3/9/2022,IDN,Georgianna Krollmann,Delayed
d2obq1,Mychal,Kibbee,Male,9,China,Zaranj Airport,AF,Afghanistan,AS,Asia,10/23/2022,ZAJ,Mychal Kibbee,Cancelled
PdvnCd,Juieta,Daville,Female,26,Philippines,Silistra Polkovnik Lambrinovo Air Base,BG,Bulgaria,EU,Europe,3/25/2022,SLS,Juieta Daville,Delayed
o2GAhZ,Norbie,Kefford,Male,51,China,Paiela Airport,PG,Papua New Guinea,OC,Oceania,11/17/2022,PLE,Norbie Kefford,Delayed
S77oxy,Ailina,Dhillon,Female,7,Thailand,Mekoryuk Airport,US,United States,NAM,North America,11/3/2022,MYU,Ailina Dhillon,Delayed
UQvdkW,Hillary,Coleyshaw,Male,39,Iran,Poum Airport,NC,New Caledonia,OC,Oceania,5/23/2022,PUV,Hillary Coleyshaw,Cancelled
sccOID,Tomlin,Daughtery,Male,5,France,Gabala International Airport,AZ,Azerbaijan,AS,Asia,5/5/2022,GBB,Tomlin Daughtery,Cancelled
TFjMgQ,Luce,Eassom,Female,46,Indonesia,Wanigela Airport,PG,Papua New Guinea,OC,Oceania,11/1/2022,AGL,Luce Eassom,Cancelled
mr3oxT,Edmon,Killingworth,Male,71,Russia,Norfolk Island International Airport,NF,Norfolk Island,OC,Oceania,7/1/2022,NLK,Edmon Killingworth,On Time
L4Z9If,Gasparo,Pittem,Male,27,Nigeria,Al-Bough Airport,YE,Yemen,AS,Asia,12/16/2022,BUK,Gasparo Pittem,Cancelled
YAqTPN,Jobyna,Sore,Female,79,Afghanistan,Ellisras Matimba Airport,ZA,South Africa,AF,Africa,9/24/2022,ELL,Jobyna Sore,Cancelled
61ISGK,Oralie,Halfhead,Female,70,Indonesia,Mc Entire Joint National Guard Base,US,United States,NAM,North America,8/20/2022,MMT,Oralie Halfhead,Delayed
QP7qvH,Buckie,Ivoshin,Male,14,Thailand,Gwalior Airport,IN,India,AS,Asia,4/19/2022,GWL,Buckie Ivoshin,Delayed
c5WiFB,Shepperd,Tattersdill,Male,13,Norway,Madeira Airport,PT,Portugal,EU,Europe,9/20/2022,FNC,Shepperd Tattersdill,On Time
